num,Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anzahl Personen,Wert
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anzahl Personen,Wert
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
358591,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anzahl Personen,Wert
55142,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anzahl Personen,Konfidenzintervall +/-
10.6,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Wert
1.6,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
340892,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anzahl Personen,Wert
57837,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anzahl Personen,Konfidenzintervall +/-
10,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Wert
1.7,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
53167,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
23601,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
10,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
4.2,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
113427,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
32085,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
9.2,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
2.5,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
106257,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
33993,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
8.2,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
2.6,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
136093,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
34873,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
11.7,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
2.9,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
153607,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
39120,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
11.6,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
2.9,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
