num,Internetzugang,Sprachgebiet,Haushaltsgrösse,Subjektive finanzielle Situation des Haushalts,Jahr,Absolut / relativ,Resultat
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
42945,Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
13307,Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
71,Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Wert
11.8,Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
137577,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Wert
20524,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Konfidenzintervall +/-
73.7,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Wert
6,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
136173,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Wert
21467,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Konfidenzintervall +/-
80.6,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Wert
6.5,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
109262,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Wert
20095,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Konfidenzintervall +/-
65.4,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Wert
7.5,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
57110,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Wert
12558,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
74.6,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Wert
8.8,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
61350,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
15938,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
70.2,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Wert
9.7,Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
88496,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Wert
11221,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Konfidenzintervall +/-
51.7,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Wert
6.7,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
82012,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Wert
10433,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Konfidenzintervall +/-
53.1,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Wert
6.6,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
61929,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Wert
11962,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Konfidenzintervall +/-
38.2,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Wert
6.9,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Wert
""".....""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
""".....""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Wert
""".....""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
37355,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Wert
8875,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
51.2,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Wert
10.6,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
39235,Zugang mit einem Tablet (bis 2019),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
