num,E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
39.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
3.4," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
43924," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
19695," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
18," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
7.4," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
183604," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
39931," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
34.3," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.3," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
488437," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
59257," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
46.5," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.6," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
120526," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
30254," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
12.2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
3," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
71939," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
23481," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
16.4," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
5," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1064907," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
78231," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
29.9," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
45927," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
20242," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
8.7," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.7," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
321329," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
51600," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
23.8," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.4," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
485329," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
60929," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
38.2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
212321," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
38740," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
52.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
7.3," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
365067," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
49031," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
55.3," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
6," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
71728," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
27347," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
62.2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
15.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
81018," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
28088," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
66.8," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
14.4," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
212321," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
38740," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
52.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
7.3," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
640086," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
64752," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
34.2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
3.2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
231323," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
43203," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
31.7," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
5.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
366894," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
53002," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
42.8," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
5.1," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
59754," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
21089," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
5.8," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
